Time,0,1
2021-02-23 14:12:29.420079,20,265
2021-02-23 14:12:29.422376,42,259
2021-02-23 14:12:29.424246,53,277
2021-02-23 14:12:29.426072,52,271
2021-02-23 14:12:29.427876,53,271
2021-02-23 14:12:29.429679,89,252
2021-02-23 14:12:29.431498,62,256
2021-02-23 14:12:29.433327,69,274
2021-02-23 14:12:29.435137,72,255
2021-02-23 14:12:29.436943,91,263
2021-02-23 14:12:29.438748,62,273
2021-02-23 14:12:29.440552,79,246
2021-02-23 14:12:29.442411,96,279
2021-02-23 14:12:29.444247,77,252
2021-02-23 14:12:29.446057,80,277
2021-02-23 14:12:29.447868,92,243
2021-02-23 14:12:29.449685,96,255
2021-02-23 14:12:29.451586,105,269
2021-02-23 14:12:29.453450,107,280
2021-02-23 14:12:29.455271,103,272
2021-02-23 14:12:29.457084,109,255
2021-02-23 14:12:29.458896,93,266
2021-02-23 14:12:29.460707,35,269
2021-02-23 14:12:29.462620,14,264
2021-02-23 14:12:29.464513,3,250
2021-02-23 14:12:29.466342,3,264
2021-02-23 14:12:29.468168,9,257
2021-02-23 14:12:29.469994,3,263
2021-02-23 14:12:29.471916,8,268
2021-02-23 14:12:29.473772,1,266
2021-02-23 14:12:29.475604,3,263
2021-02-23 14:12:29.477434,0,262
2021-02-23 14:12:29.479256,0,265
2021-02-23 14:12:29.481078,3,257
2021-02-23 14:12:29.482914,3,263
2021-02-23 14:12:29.484746,0,265
2021-02-23 14:12:29.486577,0,266
2021-02-23 14:12:29.488405,1,265
2021-02-23 14:12:29.490230,2,263
2021-02-23 14:12:29.492062,0,265
2021-02-23 14:12:29.493898,4,265
2021-02-23 14:12:29.495727,8,261
2021-02-23 14:12:29.497555,9,263
2021-02-23 14:12:29.499392,2,260
2021-02-23 14:12:29.501301,2,270
2021-02-23 14:12:29.503186,0,276
2021-02-23 14:12:29.505041,0,261
2021-02-23 14:12:29.506880,5,273
2021-02-23 14:12:29.508719,4,259
2021-02-23 14:12:29.510562,0,257
2021-02-23 14:12:29.512401,0,255
2021-02-23 14:12:29.514246,14,263
2021-02-23 14:12:29.516086,15,265
2021-02-23 14:12:29.517928,15,282
2021-02-23 14:12:29.519763,7,261
2021-02-23 14:12:29.521609,27,272
2021-02-23 14:12:29.523452,27,257
2021-02-23 14:12:29.525291,16,254
2021-02-23 14:12:29.527132,34,255
2021-02-23 14:12:29.528968,43,267
2021-02-23 14:12:29.530803,33,246
2021-02-23 14:12:29.532652,51,251
2021-02-23 14:12:29.534497,43,287
2021-02-23 14:12:29.536341,69,272
2021-02-23 14:12:29.538187,77,249
2021-02-23 14:12:29.540026,54,270
2021-02-23 14:12:29.541980,56,258
2021-02-23 14:12:29.543873,66,260
2021-02-23 14:12:29.545732,56,269
2021-02-23 14:12:29.547580,67,249
2021-02-23 14:12:29.549428,71,259
2021-02-23 14:12:29.551357,74,259
2021-02-23 14:12:29.553236,58,264
2021-02-23 14:12:29.555089,107,246
2021-02-23 14:12:29.556937,98,251
2021-02-23 14:12:29.558783,97,238
2021-02-23 14:12:29.560630,90,266
2021-02-23 14:12:29.562585,85,267
2021-02-23 14:12:29.564504,97,294
2021-02-23 14:12:29.566368,96,272
2021-02-23 14:12:29.568214,100,296
2021-02-23 14:12:29.570065,99,274
2021-02-23 14:12:29.571921,108,274
2021-02-23 14:12:29.573784,61,265
2021-02-23 14:12:29.575637,16,256
2021-02-23 14:12:29.577481,17,273
2021-02-23 14:12:29.579335,0,266
2021-02-23 14:12:29.581184,2,257
2021-02-23 14:12:29.583143,9,260
2021-02-23 14:12:29.585001,7,262
2021-02-23 14:12:29.586855,0,269
2021-02-23 14:12:29.588706,0,267
2021-02-23 14:12:29.590565,2,267
2021-02-23 14:12:29.592420,8,269
2021-02-23 14:12:29.594284,3,267
2021-02-23 14:12:29.596139,2,266
2021-02-23 14:12:29.597996,40,262
2021-02-23 14:12:29.599855,0,259
2021-02-23 14:12:29.601716,12,254
2021-02-23 14:12:29.603591,4,249
2021-02-23 14:12:29.605459,0,244
2021-02-23 14:12:29.607319,0,262
2021-02-23 14:12:29.609174,14,262
2021-02-23 14:12:29.611030,1,257
2021-02-23 14:12:29.612899,3,254
2021-02-23 14:12:29.614765,2,265
2021-02-23 14:12:29.616629,0,262
2021-02-23 14:12:29.618495,0,262
2021-02-23 14:12:29.620360,0,265
2021-02-23 14:12:29.622552,3,263
2021-02-23 14:12:29.625027,3,256
2021-02-23 14:12:29.630678,1,261
2021-02-23 14:12:29.633138,15,264
2021-02-23 14:12:29.635234,13,262
2021-02-23 14:12:29.637255,42,263
2021-02-23 14:12:29.639429,19,271
2021-02-23 14:12:29.643832,30,253
2021-02-23 14:12:29.645923,53,253
2021-02-23 14:12:29.647847,17,256
2021-02-23 14:12:29.650351,27,259
2021-02-23 14:12:29.652360,30,248
2021-02-23 14:12:29.654260,67,243
2021-02-23 14:12:29.656134,36,275
2021-02-23 14:12:29.657991,41,268
2021-02-23 14:12:29.659858,45,258
2021-02-23 14:12:29.661833,38,259
2021-02-23 14:12:29.663852,51,247
2021-02-23 14:12:29.665763,55,237
2021-02-23 14:12:29.667639,58,261
2021-02-23 14:12:29.669512,55,253
2021-02-23 14:12:29.671494,64,246
2021-02-23 14:12:29.673415,54,280
2021-02-23 14:12:29.675295,82,246
2021-02-23 14:12:29.677164,76,251
2021-02-23 14:12:29.679029,79,245
2021-02-23 14:12:29.680890,83,231
2021-02-23 14:12:29.682994,83,264
2021-02-23 14:12:29.684934,85,252
2021-02-23 14:12:29.686818,86,273
2021-02-23 14:12:29.688680,88,269
2021-02-23 14:12:29.690555,96,260
2021-02-23 14:12:29.692490,92,270
2021-02-23 14:12:29.694403,101,258
2021-02-23 14:12:29.696277,98,281
2021-02-23 14:12:29.698146,97,294
2021-02-23 14:12:29.700014,108,257
2021-02-23 14:12:29.702029,118,272
2021-02-23 14:12:29.703939,131,276
2021-02-23 14:12:29.705816,38,263
2021-02-23 14:12:29.707687,21,270
2021-02-23 14:12:29.709555,3,271
2021-02-23 14:12:29.711512,23,260
2021-02-23 14:12:29.713439,0,263
2021-02-23 14:12:29.715315,4,292
2021-02-23 14:12:29.717248,8,265
2021-02-23 14:12:29.720468,0,262
2021-02-23 14:12:29.722611,1,261
2021-02-23 14:12:29.724633,3,269
2021-02-23 14:12:29.726599,0,269
2021-02-23 14:12:29.728529,0,265
2021-02-23 14:12:29.730424,21,264
2021-02-23 14:12:29.732397,4,269
2021-02-23 14:12:29.734345,12,261
2021-02-23 14:12:29.736239,3,265
2021-02-23 14:12:29.738132,3,261
2021-02-23 14:12:29.740007,2,268
2021-02-23 14:12:29.742084,0,268
2021-02-23 14:12:29.744027,3,265
2021-02-23 14:12:29.745923,0,265
2021-02-23 14:12:29.747807,0,271
2021-02-23 14:12:29.749689,0,274
2021-02-23 14:12:29.751619,3,270
2021-02-23 14:12:29.753573,0,263
2021-02-23 14:12:29.755479,0,266
2021-02-23 14:12:29.757384,0,261
2021-02-23 14:12:29.759315,2,259
2021-02-23 14:12:29.761311,3,272
2021-02-23 14:12:29.763396,2,265
2021-02-23 14:12:29.765387,0,261
2021-02-23 14:12:29.767320,22,266
2021-02-23 14:12:29.769226,2,266
2021-02-23 14:12:29.771137,0,256
2021-02-23 14:12:29.773270,3,266
2021-02-23 14:12:29.775389,11,266
2021-02-23 14:12:29.777603,6,268
2021-02-23 14:12:29.779736,0,262
2021-02-23 14:12:29.781705,0,258
2021-02-23 14:12:29.783667,3,261
2021-02-23 14:12:29.785597,6,264
2021-02-23 14:12:29.787509,25,261
2021-02-23 14:12:29.789790,14,274
2021-02-23 14:12:29.791830,15,262
2021-02-23 14:12:29.793767,22,262
2021-02-23 14:12:29.795686,14,262
2021-02-23 14:12:29.797616,22,265
2021-02-23 14:12:29.799528,26,255
2021-02-23 14:12:29.801536,31,245
2021-02-23 14:12:29.803514,36,270
2021-02-23 14:12:29.805444,39,267
2021-02-23 14:12:29.807370,55,277
2021-02-23 14:12:29.809296,38,255
2021-02-23 14:12:29.811295,44,255
2021-02-23 14:12:29.813248,53,272
2021-02-23 14:12:29.815173,54,281
2021-02-23 14:12:29.817083,66,250
2021-02-23 14:12:29.818981,59,263
2021-02-23 14:12:29.820883,50,267
2021-02-23 14:12:29.822987,63,246
2021-02-23 14:12:29.824977,70,236
2021-02-23 14:12:29.826925,79,249
2021-02-23 14:12:29.828854,53,242
2021-02-23 14:12:29.830771,75,271
2021-02-23 14:12:29.832706,80,240
2021-02-23 14:12:29.834634,97,244
2021-02-23 14:12:29.836580,86,264
2021-02-23 14:12:29.838518,92,258
2021-02-23 14:12:29.840445,85,289
2021-02-23 14:12:29.842617,97,249
2021-02-23 14:12:29.844614,111,290
2021-02-23 14:12:29.846844,105,248
2021-02-23 14:12:29.848844,94,263
2021-02-23 14:12:29.850785,18,266
2021-02-23 14:12:29.852734,13,263
2021-02-23 14:12:29.854668,0,266
2021-02-23 14:12:29.856603,1,267
2021-02-23 14:12:29.858527,12,269
2021-02-23 14:12:29.860447,0,269
2021-02-23 14:12:29.862606,1,259
2021-02-23 14:12:29.864662,1,261
2021-02-23 14:12:29.866671,1,276
2021-02-23 14:12:29.868666,1,263
2021-02-23 14:12:29.870594,0,265
2021-02-23 14:12:29.872527,0,273
2021-02-23 14:12:29.874438,0,262
2021-02-23 14:12:29.876364,3,264
2021-02-23 14:12:29.878278,0,266
2021-02-23 14:12:29.880191,3,263
2021-02-23 14:12:29.882173,0,257
2021-02-23 14:12:29.884141,3,261
2021-02-23 14:12:29.886106,3,262
2021-02-23 14:12:29.888071,0,263
2021-02-23 14:12:29.889999,7,268
2021-02-23 14:12:29.892053,0,264
2021-02-23 14:12:29.894009,0,261
2021-02-23 14:12:29.895950,11,262
2021-02-23 14:12:29.897895,0,269
2021-02-23 14:12:29.899832,1,260
2021-02-23 14:12:29.901779,0,257
2021-02-23 14:12:29.903725,0,269
2021-02-23 14:12:29.905690,0,265
2021-02-23 14:12:29.907687,4,263
2021-02-23 14:12:29.909643,0,270
2021-02-23 14:12:29.911617,3,269
2021-02-23 14:12:29.913577,14,263
2021-02-23 14:12:29.915518,18,266
2021-02-23 14:12:29.917483,46,267
2021-02-23 14:12:29.919431,20,265
2021-02-23 14:12:29.921724,32,256
2021-02-23 14:12:29.923741,36,265
2021-02-23 14:12:29.925680,37,265
2021-02-23 14:12:29.927720,59,281
2021-02-23 14:12:29.929703,47,272
2021-02-23 14:12:29.931675,51,259
2021-02-23 14:12:29.933636,53,257
2021-02-23 14:12:29.935585,57,258
2021-02-23 14:12:29.937541,31,267
2021-02-23 14:12:29.939492,61,251
2021-02-23 14:12:29.941478,63,250
2021-02-23 14:12:29.943457,68,251
