Time,0,1
2021-02-23 14:09:26.394461,3,6
2021-02-23 14:09:26.396620,2,3
2021-02-23 14:09:26.398478,3,5
2021-02-23 14:09:26.400311,2,4
2021-02-23 14:09:26.402246,2,5
2021-02-23 14:09:26.404060,0,6
2021-02-23 14:09:26.405870,3,5
2021-02-23 14:09:26.407678,1,4
2021-02-23 14:09:26.409483,1,5
2021-02-23 14:09:26.411386,2,5
2021-02-23 14:09:26.413228,3,6
2021-02-23 14:09:26.415047,1,4
2021-02-23 14:09:26.416865,2,6
2021-02-23 14:09:26.418674,3,5
2021-02-23 14:09:26.420484,1,5
2021-02-23 14:09:26.422314,2,5
2021-02-23 14:09:26.424134,4,4
2021-02-23 14:09:26.425949,2,4
2021-02-23 14:09:26.427756,2,5
2021-02-23 14:09:26.429566,0,4
2021-02-23 14:09:26.431402,1,7
2021-02-23 14:09:26.433246,4,4
2021-02-23 14:09:26.435067,2,5
2021-02-23 14:09:26.436885,2,4
2021-02-23 14:09:26.438697,2,5
2021-02-23 14:09:26.440513,1,6
2021-02-23 14:09:26.442342,2,5
2021-02-23 14:09:26.444165,1,6
2021-02-23 14:09:26.445986,3,5
2021-02-23 14:09:26.447802,2,6
2021-02-23 14:09:26.449616,2,4
2021-02-23 14:09:26.451444,1,26
2021-02-23 14:09:26.453291,2,5
2021-02-23 14:09:26.455117,1,4
2021-02-23 14:09:26.456936,3,8
2021-02-23 14:09:26.458753,0,4
2021-02-23 14:09:26.460577,2,3
2021-02-23 14:09:26.462476,2,6
2021-02-23 14:09:26.464369,3,5
2021-02-23 14:09:26.466215,1,5
2021-02-23 14:09:26.468072,2,5
2021-02-23 14:09:26.469937,2,5
2021-02-23 14:09:26.471786,2,7
2021-02-23 14:09:26.473639,0,6
2021-02-23 14:09:26.475474,2,5
2021-02-23 14:09:26.477314,1,12
2021-02-23 14:09:26.479149,1,5
2021-02-23 14:09:26.480985,2,3
2021-02-23 14:09:26.482830,2,5
2021-02-23 14:09:26.484679,4,4
2021-02-23 14:09:26.486519,1,3
2021-02-23 14:09:26.488358,2,3
2021-02-23 14:09:26.490198,2,5
2021-02-23 14:09:26.492044,1,4
2021-02-23 14:09:26.493888,3,5
2021-02-23 14:09:26.495738,4,5
2021-02-23 14:09:26.497579,4,6
2021-02-23 14:09:26.499425,1,5
2021-02-23 14:09:26.501359,2,6
2021-02-23 14:09:26.503275,2,5
2021-02-23 14:09:26.505133,6,3
2021-02-23 14:09:26.506987,3,9
2021-02-23 14:09:26.508836,1,4
2021-02-23 14:09:26.510684,3,5
2021-02-23 14:09:26.512533,0,6
2021-02-23 14:09:26.514379,3,4
2021-02-23 14:09:26.516230,0,4
2021-02-23 14:09:26.518075,1,5
2021-02-23 14:09:26.519921,0,7
2021-02-23 14:09:26.521767,3,6
2021-02-23 14:09:26.523613,4,5
2021-02-23 14:09:26.525458,2,5
2021-02-23 14:09:26.527302,2,5
2021-02-23 14:09:26.529143,3,6
2021-02-23 14:09:26.530987,1,0
2021-02-23 14:09:26.532835,2,1
2021-02-23 14:09:26.534681,2,4
2021-02-23 14:09:26.536527,1,3
2021-02-23 14:09:26.538377,3,5
2021-02-23 14:09:26.540226,3,4
2021-02-23 14:09:26.542074,2,5
2021-02-23 14:09:26.543924,1,4
2021-02-23 14:09:26.545782,0,3
2021-02-23 14:09:26.547634,2,3
2021-02-23 14:09:26.549484,2,4
2021-02-23 14:09:26.551342,2,8
2021-02-23 14:09:26.553197,1,4
2021-02-23 14:09:26.555053,2,6
2021-02-23 14:09:26.556909,6,3
2021-02-23 14:09:26.558763,2,5
2021-02-23 14:09:26.560618,0,5
2021-02-23 14:09:26.562539,2,6
2021-02-23 14:09:26.564430,2,6
2021-02-23 14:09:26.566299,2,4
