0: 0
1: 265
2021-02-23 14:12:29.493898
0: 4
1: 265
2021-02-23 14:12:29.495727
0: 8
1: 261
2021-02-23 14:12:29.497555
0: 9
1: 263
2021-02-23 14:12:29.499392
0: 2
1: 260
2021-02-23 14:12:29.501301
0: 2
1: 270
2021-02-23 14:12:29.503186
0: 0
1: 276
2021-02-23 14:12:29.505041
0: 0
1: 261
2021-02-23 14:12:29.506880
0: 5
1: 273
2021-02-23 14:12:29.508719
0: 4
1: 259
2021-02-23 14:12:29.510562
0: 0
1: 257
2021-02-23 14:12:29.512401
0: 0
1: 255
2021-02-23 14:12:29.514246
0: 14
1: 263
2021-02-23 14:12:29.516086
0: 15
1: 265
2021-02-23 14:12:29.517928
0: 15
1: 282
2021-02-23 14:12:29.519763
0: 7
1: 261
2021-02-23 14:12:29.521609
0: 27
1: 272
2021-02-23 14:12:29.523452
0: 27
1: 257
2021-02-23 14:12:29.525291
0: 16
1: 254
2021-02-23 14:12:29.527132
0: 34
1: 255
2021-02-23 14:12:29.528968
0: 43
1: 267
2021-02-23 14:12:29.530803
0: 33
1: 246
2021-02-23 14:12:29.532652
0: 51
1: 251
2021-02-23 14:12:29.534497
0: 43
1: 287
2021-02-23 14:12:29.536341
0: 69
1: 272
2021-02-23 14:12:29.538187
0: 77
1: 249
2021-02-23 14:12:29.540026
0: 54
1: 270
2021-02-23 14:12:29.541980
0: 56
1: 258
2021-02-23 14:12:29.543873
0: 66
1: 260
2021-02-23 14:12:29.545732
0: 56
1: 269
2021-02-23 14:12:29.547580
0: 67
1: 249
2021-02-23 14:12:29.549428
0: 71
1: 259
2021-02-23 14:12:29.551357
0: 74
1: 259
2021-02-23 14:12:29.553236
0: 58
1: 264
2021-02-23 14:12:29.555089
0: 107
1: 246
2021-02-23 14:12:29.556937
0: 98
1: 251
2021-02-23 14:12:29.558783
0: 97
1: 238
2021-02-23 14:12:29.560630
0: 90
1: 266
2021-02-23 14:12:29.562585
0: 85
1: 267
2021-02-23 14:12:29.564504
0: 97
1: 294
2021-02-23 14:12:29.566368
0: 96
1: 272
2021-02-23 14:12:29.568214
0: 100
1: 296
2021-02-23 14:12:29.570065
0: 99
1: 274
2021-02-23 14:12:29.571921
0: 108
1: 274
2021-02-23 14:12:29.573784
0: 61
1: 265
2021-02-23 14:12:29.575637
0: 16
1: 256
2021-02-23 14:12:29.577481
0: 17
1: 273
2021-02-23 14:12:29.579335
0: 0
1: 266
2021-02-23 14:12:29.581184
0: 2
1: 257
2021-02-23 14:12:29.583143
0: 9
1: 260
2021-02-23 14:12:29.585001
0: 7
1: 262
2021-02-23 14:12:29.586855
0: 0
1: 269
2021-02-23 14:12:29.588706
0: 0
1: 267
2021-02-23 14:12:29.590565
0: 2
1: 267
2021-02-23 14:12:29.592420
0: 8
1: 269
2021-02-23 14:12:29.594284
0: 3
1: 267
2021-02-23 14:12:29.596139
0: 2
1: 266
2021-02-23 14:12:29.597996
0: 40
1: 262
2021-02-23 14:12:29.599855
0: 0
1: 259
2021-02-23 14:12:29.601716
0: 12
1: 254
2021-02-23 14:12:29.603591
0: 4
1: 249
2021-02-23 14:12:29.605459
0: 0
1: 244
2021-02-23 14:12:29.607319
0: 0
1: 262
2021-02-23 14:12:29.609174
0: 14
1: 262
2021-02-23 14:12:29.611030
0: 1
1: 257
2021-02-23 14:12:29.612899
0: 3
1: 254
2021-02-23 14:12:29.614765
0: 2
1: 265
2021-02-23 14:12:29.616629
0: 0
1: 262
2021-02-23 14:12:29.618495
0: 0
1: 262
2021-02-23 14:12:29.620360
0: 0
1: 265
2021-02-23 14:12:29.622552
0: 3
1: 263
2021-02-23 14:12:29.625027
0: 3
1: 256
2021-02-23 14:12:29.630678
0: 1
1: 261
2021-02-23 14:12:29.633138
0: 15
1: 264
2021-02-23 14:12:29.635234
0: 13
1: 262
2021-02-23 14:12:29.637255
0: 42
1: 263
2021-02-23 14:12:29.639429
0: 19
1: 271
2021-02-23 14:12:29.643832
0: 30
1: 253
2021-02-23 14:12:29.645923
0: 53
1: 253
2021-02-23 14:12:29.647847
0: 17
1: 256
2021-02-23 14:12:29.650351
0: 27
1: 259
2021-02-23 14:12:29.652360
0: 30
1: 248
2021-02-23 14:12:29.654260
0: 67
1: 243
2021-02-23 14:12:29.656134
0: 36
1: 275
2021-02-23 14:12:29.657991
0: 41
1: 268
2021-02-23 14:12:29.659858
0: 45
1: 258
2021-02-23 14:12:29.661833
0: 38
1: 259
2021-02-23 14:12:29.663852
0: 51
1: 247
2021-02-23 14:12:29.665763
0: 55
1: 237
2021-02-23 14:12:29.667639
0: 58
1: 261
2021-02-23 14:12:29.669512
0: 55
1: 253
2021-02-23 14:12:29.671494
0: 64
1: 246
2021-02-23 14:12:29.673415
0: 54
1: 280
2021-02-23 14:12:29.675295
0: 82
1: 246
2021-02-23 14:12:29.677164
0: 76
1: 251
2021-02-23 14:12:29.679029
0: 79
1: 245
2021-02-23 14:12:29.680890
0: 83
1: 231
2021-02-23 14:12:29.682994
0: 83
1: 264
2021-02-23 14:12:29.684934
0: 85
1: 252
2021-02-23 14:12:29.686818
0: 86
1: 273
2021-02-23 14:12:29.688680
0: 88
1: 269
2021-02-23 14:12:29.690555
0: 96
1: 260
2021-02-23 14:12:29.692490
0: 92
1: 270
2021-02-23 14:12:29.694403
0: 101
1: 258
2021-02-23 14:12:29.696277
0: 98
1: 281
2021-02-23 14:12:29.698146
0: 97
1: 294
2021-02-23 14:12:29.700014
0: 108
1: 257
2021-02-23 14:12:29.702029
0: 118
1: 272
2021-02-23 14:12:29.703939
0: 131
1: 276
2021-02-23 14:12:29.705816
0: 38
1: 263
2021-02-23 14:12:29.707687
0: 21
1: 270
2021-02-23 14:12:29.709555
0: 3
1: 271
2021-02-23 14:12:29.711512
0: 23
1: 260
2021-02-23 14:12:29.713439
0: 0
1: 263
2021-02-23 14:12:29.715315
0: 4
1: 292
2021-02-23 14:12:29.717248
0: 8
1: 265
2021-02-23 14:12:29.720468
0: 0
1: 262
2021-02-23 14:12:29.722611
0: 1
1: 261
2021-02-23 14:12:29.724633
0: 3
1: 269
2021-02-23 14:12:29.726599
0: 0
1: 269
2021-02-23 14:12:29.728529
0: 0
1: 265
2021-02-23 14:12:29.730424
0: 21
1: 264
2021-02-23 14:12:29.732397
0: 4
1: 269
2021-02-23 14:12:29.734345
0: 12
1: 261
2021-02-23 14:12:29.736239
0: 3
1: 265
2021-02-23 14:12:29.738132
0: 3
1: 261
2021-02-23 14:12:29.740007
0: 2
1: 268
2021-02-23 14:12:29.742084
0: 0
1: 268
2021-02-23 14:12:29.744027
0: 3
1: 265
2021-02-23 14:12:29.745923
0: 0
1: 265
2021-02-23 14:12:29.747807
0: 0
1: 271
2021-02-23 14:12:29.749689
0: 0
1: 274
2021-02-23 14:12:29.751619
0: 3
1: 270
2021-02-23 14:12:29.753573
0: 0
1: 263
2021-02-23 14:12:29.755479
0: 0
1: 266
2021-02-23 14:12:29.757384
0: 0
1: 261
2021-02-23 14:12:29.759315
0: 2
1: 259
2021-02-23 14:12:29.761311
0: 3
1: 272
2021-02-23 14:12:29.763396
0: 2
1: 265
2021-02-23 14:12:29.765387
0: 0
1: 261
2021-02-23 14:12:29.767320
0: 22
1: 266
2021-02-23 14:12:29.769226
0: 2
1: 266
2021-02-23 14:12:29.771137
0: 0
1: 256
2021-02-23 14:12:29.773270
0: 3
1: 266
2021-02-23 14:12:29.775389
0: 11
1: 266
2021-02-23 14:12:29.777603
0: 6
1: 268
2021-02-23 14:12:29.779736
0: 0
1: 262
2021-02-23 14:12:29.781705
0: 0
1: 258
2021-02-23 14:12:29.783667
0: 3
1: 261
2021-02-23 14:12:29.785597
0: 6
1: 264
2021-02-23 14:12:29.787509
0: 25
1: 261
2021-02-23 14:12:29.789790
0: 14
1: 274
2021-02-23 14:12:29.791830
0: 15
1: 262
2021-02-23 14:12:29.793767
0: 22
1: 262
2021-02-23 14:12:29.795686
0: 14
1: 262
2021-02-23 14:12:29.797616
0: 22
1: 265
2021-02-23 14:12:29.799528
0: 26
1: 255
2021-02-23 14:12:29.801536
0: 31
1: 245
2021-02-23 14:12:29.803514
0: 36
1: 270
2021-02-23 14:12:29.805444
0: 39
1: 267
2021-02-23 14:12:29.807370
0: 55
1: 277
2021-02-23 14:12:29.809296
0: 38
1: 255
2021-02-23 14:12:29.811295
0: 44
1: 255
2021-02-23 14:12:29.813248
0: 53
1: 272
2021-02-23 14:12:29.815173
0: 54
1: 281
2021-02-23 14:12:29.817083
0: 66
1: 250
2021-02-23 14:12:29.818981
0: 59
1: 263
2021-02-23 14:12:29.820883
0: 50
1: 267
2021-02-23 14:12:29.822987
0: 63
1: 246
2021-02-23 14:12:29.824977
0: 70
1: 236
2021-02-23 14:12:29.826925
0: 79
1: 249
2021-02-23 14:12:29.828854
0: 53
1: 242
2021-02-23 14:12:29.830771
0: 75
1: 271
2021-02-23 14:12:29.832706
0: 80
1: 240
2021-02-23 14:12:29.834634
0: 97
1: 244
2021-02-23 14:12:29.836580
0: 86
1: 264
2021-02-23 14:12:29.838518
0: 92
1: 258
2021-02-23 14:12:29.840445
0: 85
1: 289
2021-02-23 14:12:29.842617
0: 97
1: 249
2021-02-23 14:12:29.844614
0: 111
1: 290
2021-02-23 14:12:29.846844
0: 105
1: 248
2021-02-23 14:12:29.848844
0: 94
1: 263
2021-02-23 14:12:29.850785
0: 18
1: 266
2021-02-23 14:12:29.852734
0: 13
1: 263
2021-02-23 14:12:29.854668
0: 0
1: 266
2021-02-23 14:12:29.856603
0: 1
1: 267
2021-02-23 14:12:29.858527
0: 12
1: 269
2021-02-23 14:12:29.860447
0: 0
1: 269
2021-02-23 14:12:29.862606
0: 1
1: 259
2021-02-23 14:12:29.864662
0: 1
1: 261
2021-02-23 14:12:29.866671
0: 1
1: 276
2021-02-23 14:12:29.868666
0: 1
1: 263
2021-02-23 14:12:29.870594
0: 0
1: 265
2021-02-23 14:12:29.872527
0: 0
1: 273
2021-02-23 14:12:29.874438
0: 0
1: 262
2021-02-23 14:12:29.876364
0: 3
1: 264
2021-02-23 14:12:29.878278
0: 0
1: 266
2021-02-23 14:12:29.880191
0: 3
1: 263
2021-02-23 14:12:29.882173
0: 0
1: 257
2021-02-23 14:12:29.884141
0: 3
1: 261
2021-02-23 14:12:29.886106
0: 3
1: 262
2021-02-23 14:12:29.888071
0: 0
1: 263
2021-02-23 14:12:29.889999
0: 7
1: 268
2021-02-23 14:12:29.892053
0: 0
1: 264
2021-02-23 14:12:29.894009
0: 0
1: 261
2021-02-23 14:12:29.895950
0: 11
1: 262
2021-02-23 14:12:29.897895
0: 0
1: 269
2021-02-23 14:12:29.899832
0: 1
1: 260
2021-02-23 14:12:29.901779
0: 0
1: 257
2021-02-23 14:12:29.903725
0: 0
1: 269
2021-02-23 14:12:29.905690
0: 0
1: 265
2021-02-23 14:12:29.907687
0: 4
1: 263
2021-02-23 14:12:29.909643
0: 0
1: 270
2021-02-23 14:12:29.911617
0: 3
1: 269
2021-02-23 14:12:29.913577
0: 14
1: 263
2021-02-23 14:12:29.915518
0: 18
1: 266
2021-02-23 14:12:29.917483
0: 46
1: 267
2021-02-23 14:12:29.919431
0: 20
1: 265
2021-02-23 14:12:29.921724
0: 32
1: 256
2021-02-23 14:12:29.923741
0: 36
1: 265
2021-02-23 14:12:29.925680
0: 37
1: 265
2021-02-23 14:12:29.927720
0: 59
1: 281
2021-02-23 14:12:29.929703
0: 47
1: 272
2021-02-23 14:12:29.931675
0: 51
1: 259
2021-02-23 14:12:29.933636
0: 53
1: 257
2021-02-23 14:12:29.935585
0: 57
1: 258
2021-02-23 14:12:29.937541
0: 31
1: 267
2021-02-23 14:12:29.939492
0: 61
1: 251
2021-02-23 14:12:29.941478
0: 63
1: 250
2021-02-23 14:12:29.943457
0: 68
1: 251
2021-02-23 14:12:29.945390
0: 90
1: 269
2021-02-23 14:12:29.947388
0: 74
1: 242
2021-02-23 14:12:29.949398
0: 71
1: 285
2021-02-23 14:12:29.951474
0: 86
1: 250
2021-02-23 14:12:29.953463
0: 93
1: 255
2021-02-23 14:12:29.955414
0: 86
1: 266
2021-02-23 14:12:29.957391
0: 92
1: 270
2021-02-23 14:12:29.959359
0: 90
1: 262
2021-02-23 14:12:29.961412
0: 110
1: 288
2021-02-23 14:12:29.963527
0: 96
1: 267
2021-02-23 14:12:29.965538
0: 98
1: 236
2021-02-23 14:12:29.967523
0: 106
1: 254
2021-02-23 14:12:29.969518
0: 85
1: 273
2021-02-23 14:12:29.971537
0: 106
1: 271
2021-02-23 14:12:29.973515
0: 114
1: 255
2021-02-23 14:12:29.975476
0: 88
1: 270
2021-02-23 14:12:29.977451
0: 33
1: 268
2021-02-23 14:12:29.979432
0: 29
1: 270
2021-02-23 14:12:29.981534
0: 6
1: 274
2021-02-23 14:12:29.983580
0: 2
1: 262
2021-02-23 14:12:29.985557
0: 0
1: 267
2021-02-23 14:12:29.987535
0: 0
1: 266
2021-02-23 14:12:29.989504
0: 1
1: 266
2021-02-23 14:12:29.991496
0: 0
1: 267
2021-02-23 14:12:29.993501
0: 0
1: 268
2021-02-23 14:12:29.995475
0: 4
1: 285
2021-02-23 14:12:29.997454
0: 1
1: 265
2021-02-23 14:12:29.999436
0: 0
1: 266
2021-02-23 14:12:30.001533
0: 1
1: 258
2021-02-23 14:12:30.003536
0: 8
1: 264
2021-02-23 14:12:30.005519
0: 6
1: 263
2021-02-23 14:12:30.007543
0: 2
1: 265
2021-02-23 14:12:30.009532
0: 2
1: 265
2021-02-23 14:12:30.011521
0: 0
1: 259
2021-02-23 14:12:30.013535
0: 3
1: 259
2021-02-23 14:12:30.015533
0: 0
1: 249
2021-02-23 14:12:30.017519
0: 6
1: 262
2021-02-23 14:12:30.019517
0: 4
1: 271
2021-02-23 14:12:30.021516
0: 0
1: 258
2021-02-23 14:12:30.023514
0: 0
1: 257
2021-02-23 14:12:30.025490
0: 5
1: 265
2021-02-23 14:12:30.027474
0: 0
1: 261
2021-02-23 14:12:30.029482
0: 9
1: 271
2021-02-23 14:12:30.031490
0: 5
1: 263
2021-02-23 14:12:30.033502
0: 0
1: 262
2021-02-23 14:12:30.035502
0: 6
1: 269
2021-02-23 14:12:30.037497
0: 1
1: 263
2021-02-23 14:12:30.039516
0: 2
1: 256
2021-02-23 14:12:30.041512
0: 12
1: 266
2021-02-23 14:12:30.043512
0: 12
1: 254
2021-02-23 14:12:30.045489
0: 18
1: 265
2021-02-23 14:12:30.047481
0: 23
1: 272
2021-02-23 14:12:30.049489
0: 25
1: 258
2021-02-23 14:12:30.051584
0: 26
1: 260
2021-02-23 14:12:30.053609
0: 29
1: 246
2021-02-23 14:12:30.055606
0: 36
1: 253
2021-02-23 14:12:30.057647
0: 34
1: 250
2021-02-23 14:12:30.059690
0: 30
1: 254
2021-02-23 14:12:30.061965
0: 19
1: 244
2021-02-23 14:12:30.064065
0: 43
1: 249
2021-02-23 14:12:30.066068
0: 54
1: 276
2021-02-23 14:12:30.068090
0: 67
1: 269
2021-02-23 14:12:30.070104
0: 57
1: 251
2021-02-23 14:12:30.072124
0: 63
1: 275
2021-02-23 14:12:30.074119
0: 67
1: 277
2021-02-23 14:12:30.076120
0: 59
1: 258
2021-02-23 14:12:30.078179
0: 67
1: 267
2021-02-23 14:12:30.080203
0: 81
1: 270
2021-02-23 14:12:30.082213
0: 79
1: 254
2021-02-23 14:12:30.084224
0: 85
1: 241
2021-02-23 14:12:30.086244
0: 89
1: 264
2021-02-23 14:12:30.088270
0: 60
1: 261
2021-02-23 14:12:30.090292
0: 102
1: 256
2021-02-23 14:12:30.092326
0: 92
1: 258
2021-02-23 14:12:30.094348
0: 104
1: 273
2021-02-23 14:12:30.096362
0: 96
1: 267
2021-02-23 14:12:30.098425
0: 97
1: 269
2021-02-23 14:12:30.100478
0: 89
1: 265
2021-02-23 14:12:30.102535
0: 35
1: 267
2021-02-23 14:12:30.104560
0: 13
1: 281
2021-02-23 14:12:30.106576
0: 0
1: 268
2021-02-23 14:12:30.108647
0: 2
1: 267
2021-02-23 14:12:30.110677
0: 10
1: 266
2021-02-23 14:12:30.112712
0: 3
1: 266
2021-02-23 14:12:30.114731
0: 4
1: 267
2021-02-23 14:12:30.116758
0: 6
1: 272
2021-02-23 14:12:30.118808
0: 6
1: 269
2021-02-23 14:12:30.120833
0: 2
1: 263
2021-02-23 14:12:30.123025
0: 14
1: 263
2021-02-23 14:12:30.125081
0: 8
1: 264
2021-02-23 14:12:30.127108
0: 0
1: 273
2021-02-23 14:12:30.129147
0: 0
1: 260
2021-02-23 14:12:30.131182
0: 3
1: 265
2021-02-23 14:12:30.133388
0: 6
1: 267
2021-02-23 14:12:30.135414
0: 17
1: 272
2021-02-23 14:12:30.137451
0: 0
1: 266
2021-02-23 14:12:30.139500
0: 4
1: 244
2021-02-23 14:12:30.141566
0: 0
1: 259
2021-02-23 14:12:30.143635
0: 8
1: 265
2021-02-23 14:12:30.145684
0: 0
1: 248
2021-02-23 14:12:30.147722
0: 1
1: 267
2021-02-23 14:12:30.149813
0: 3
1: 269
2021-02-23 14:12:30.151868
0: 1
1: 260
2021-02-23 14:12:30.153918
0: 13
1: 268
2021-02-23 14:12:30.155963
0: 1
1: 266
2021-02-23 14:12:30.158020
0: 2
1: 259
2021-02-23 14:12:30.160091
0: 1
1: 264
2021-02-23 14:12:30.162276
0: 8
1: 264
2021-02-23 14:12:30.164434
0: 6
1: 263
2021-02-23 14:12:30.166513
0: 0
1: 247
2021-02-23 14:12:30.168556
0: 12
1: 265
2021-02-23 14:12:30.170638
0: 1
1: 272
2021-02-23 14:12:30.172714
0: 3
1: 264
2021-02-23 14:12:30.174768
0: 29
1: 271
2021-02-23 14:12:30.176808
0: 19
1: 263
2021-02-23 14:12:30.178873
0: 14
1: 271
2021-02-23 14:12:30.180955
0: 22
1: 280
2021-02-23 14:12:30.183045
0: 26
1: 251
2021-02-23 14:12:30.185388
0: 32
1: 254
2021-02-23 14:12:30.187947
0: 39
1: 241
2021-02-23 14:12:30.190384
0: 36
1: 267
2021-02-23 14:12:30.192609
0: 43
1: 253
2021-02-23 14:12:30.194758
0: 42
1: 242
2021-02-23 14:12:30.196844
0: 44
1: 268
2021-02-23 14:12:30.198912
0: 52
1: 258
2021-02-23 14:12:30.201478
0: 54
1: 260
2021-02-23 14:12:30.203703
0: 63
1: 274
2021-02-23 14:12:30.205777
0: 65
1: 267
2021-02-23 14:12:30.207819
0: 67
1: 267
2021-02-23 14:12:30.209892
0: 58
1: 261
2021-02-23 14:12:30.212081
0: 59
1: 278
2021-02-23 14:12:30.214217
0: 76
1: 263
2021-02-23 14:12:30.216331
0: 85
1: 241
2021-02-23 14:12:30.218398
0: 87
1: 282
2021-02-23 14:12:30.220518
0: 89
1: 272
2021-02-23 14:12:30.222644
0: 97
1: 250
2021-02-23 14:12:30.224693
0: 89
1: 301
2021-02-23 14:12:30.226743
0: 89
1: 256
2021-02-23 14:12:30.228862
0: 105
1: 297
2021-02-23 14:12:30.230950
0: 104
1: 283
2021-02-23 14:12:30.233206
0: 108
1: 272
2021-02-23 14:12:30.235322
0: 136
1: 261
2021-02-23 14:12:30.237414
0: 115
1: 269
2021-02-23 14:12:30.239503
0: 73
1: 259
2021-02-23 14:12:30.241657
0: 34
1: 269
2021-02-23 14:12:30.243733
0: 10
1: 265
2021-02-23 14:12:30.245826
0: 0
1: 266
2021-02-23 14:12:30.247907
0: 0
1: 259
2021-02-23 14:12:30.250012
0: 9
1: 268
2021-02-23 14:12:30.252210
0: 12
1: 262
2021-02-23 14:12:30.254311
0: 0
1: 268
2021-02-23 14:12:30.256398
0: 4
1: 274
2021-02-23 14:12:30.258516
0: 7
1: 264
2021-02-23 14:12:30.260659
0: 4
1: 267
2021-02-23 14:12:30.262916
0: 2
1: 275
2021-02-23 14:12:30.265067
0: 3
1: 261
2021-02-23 14:12:30.267161
0: 6
1: 268
2021-02-23 14:12:30.269263
0: 1
1: 261
2021-02-23 14:12:30.271514
0: 3
1: 267
2021-02-23 14:12:30.273664
0: 0
1: 278
2021-02-23 14:12:30.275761
0: 0
1: 267
2021-02-23 14:12:30.277872
0: 16
1: 268
2021-02-23 14:12:30.280022
0: 0
1: 260
2021-02-23 14:12:30.282192
0: 6
1: 253
2021-02-23 14:12:30.284293
0: 3
1: 265
2021-02-23 14:12:30.286412
0: 20
1: 258
2021-02-23 14:12:30.288499
0: 23
1: 263
2021-02-23 14:12:30.290633
0: 6
1: 268
2021-02-23 14:12:30.292766
0: 6
1: 256
2021-02-23 14:12:30.294881
0: 3
1: 255
2021-02-23 14:12:30.296979
0: 0
1: 272
2021-02-23 14:12:30.299093
0: 3
1: 259
2021-02-23 14:12:30.301374
0: 1
1: 265
2021-02-23 14:12:30.303587
0: 13
1: 271
2021-02-23 14:12:30.305677
0: 0
1: 257
2021-02-23 14:12:30.307801
0: 3
1: 266
2021-02-23 14:12:30.309912
0: 20
1: 266
2021-02-23 14:12:30.312198
0: 6
1: 257
2021-02-23 14:12:30.314321
0: 3
1: 261
2021-02-23 14:12:30.316457
0: 0
1: 257
2021-02-23 14:12:30.318590
0: 10
1: 262
2021-02-23 14:12:30.320737
0: 8
1: 261
2021-02-23 14:12:30.322929
0: 19
1: 269
2021-02-23 14:12:30.325070
0: 22
1: 273
2021-02-23 14:12:30.327230
0: 33
1: 257
2021-02-23 14:12:30.329370
0: 17
1: 251
2021-02-23 14:12:30.331642
0: 36
1: 294
2021-02-23 14:12:30.333782
0: 45
1: 280
2021-02-23 14:12:30.335907
0: 36
1: 261
2021-02-23 14:12:30.338033
0: 48
1: 278
2021-02-23 14:12:30.340163
0: 47
1: 276
2021-02-23 14:12:30.342545
0: 50
1: 258
2021-02-23 14:12:30.345120
0: 59
1: 248
2021-02-23 14:12:30.347477
0: 58
1: 266
2021-02-23 14:12:30.349694
0: 62
1: 243
2021-02-23 14:12:30.351914
0: 43
1: 258
2021-02-23 14:12:30.354134
0: 66
1: 244
2021-02-23 14:12:30.356270
0: 76
1: 272
2021-02-23 14:12:30.358434
0: 78
1: 272
2021-02-23 14:12:30.360619
0: 76
1: 257
2021-02-23 14:12:30.362914
0: 88
1: 245
2021-02-23 14:12:30.365192
0: 96
1: 275
2021-02-23 14:12:30.367385
0: 101
1: 245
2021-02-23 14:12:30.369542
0: 87
1: 261
2021-02-23 14:12:30.371738
0: 109
1: 288
2021-02-23 14:12:30.373944
0: 104
1: 255
2021-02-23 14:12:30.376094
0: 111
1: 261
2021-02-23 14:12:30.378257
0: 34
1: 260
2021-02-23 14:12:30.380432
0: 14
1: 262
2021-02-23 14:12:30.382599
0: 0
1: 261
2021-02-23 14:12:30.384787
0: 0
1: 269
2021-02-23 14:12:30.386970
0: 3
1: 275
2021-02-23 14:12:30.389116
0: 2
1: 267
2021-02-23 14:12:30.391361
0: 8
1: 271
2021-02-23 14:12:30.393588
0: 0
1: 272
2021-02-23 14:12:30.395729
0: 5
1: 260
2021-02-23 14:12:30.397924
0: 7
1: 267
2021-02-23 14:12:30.400101
0: 13
1: 266
2021-02-23 14:12:30.402294
0: 16
1: 271
2021-02-23 14:12:30.404514
0: 6
1: 256
2021-02-23 14:12:30.406709
0: 0
1: 277
2021-02-23 14:12:30.408871
0: 7
1: 266
2021-02-23 14:12:30.411045
0: 3
1: 261
2021-02-23 14:12:30.413340
0: 2
1: 261
2021-02-23 14:12:30.415575
0: 0
1: 258
2021-02-23 14:12:30.417768
0: 0
1: 266
2021-02-23 14:12:30.419960
0: 9
1: 260
2021-02-23 14:12:30.422168
0: 3
1: 255
2021-02-23 14:12:30.424423
0: 0
1: 261
2021-02-23 14:12:30.426615
0: 1
1: 281
2021-02-23 14:12:30.487204
0: 73
1: 256
2021-02-23 14:12:30.489287
0: 103
1: 263
2021-02-23 14:12:30.491121
0: 103
1: 250
2021-02-23 14:12:30.493102
0: 105
1: 271
2021-02-23 14:12:30.494931
0: 77
1: 255
2021-02-23 14:12:30.496742
0: 94
1: 259
2021-02-23 14:12:30.498554
0: 40
1: 260
2021-02-23 14:12:30.500366
0: 27
1: 265
2021-02-23 14:12:30.502293
0: 5
1: 265
2021-02-23 14:12:30.504128
0: 7
1: 268
2021-02-23 14:12:30.505940
0: 3
1: 279
2021-02-23 14:12:30.507753
0: 5
1: 270
2021-02-23 14:12:30.509569
0: 0
1: 261
2021-02-23 14:12:30.511400
0: 4
1: 263
2021-02-23 14:12:30.513240
0: 9
1: 264
2021-02-23 14:12:30.515065
0: 2
1: 273
2021-02-23 14:12:30.516886
0: 7
1: 267
2021-02-23 14:12:30.518706
0: 2
1: 267
2021-02-23 14:12:30.520524
0: 0
1: 266
2021-02-23 14:12:30.522409
0: 0
1: 275
2021-02-23 14:12:30.524249
0: 4
1: 263
2021-02-23 14:12:30.526075
0: 0
1: 264
2021-02-23 14:12:30.527899
0: 4
1: 264
2021-02-23 14:12:30.529714
0: 3
1: 259
2021-02-23 14:12:30.531567
0: 0
1: 263
2021-02-23 14:12:30.533459
0: 0
1: 263
2021-02-23 14:12:30.535306
0: 6
1: 265
2021-02-23 14:12:30.537140
0: 0
1: 265
2021-02-23 14:12:30.538992
0: 0
1: 267
2021-02-23 14:12:30.540846
0: 14
1: 264
2021-02-23 14:12:30.543667
0: 7
1: 262
2021-02-23 14:12:30.545569
0: 14
1: 260
2021-02-23 14:12:30.547396
0: 15
1: 273
2021-02-23 14:12:30.549226
0: 15
1: 259
2021-02-23 14:12:30.551057
0: 16
1: 269
2021-02-23 14:12:30.552917
0: 25
1: 269
2021-02-23 14:12:30.554776
0: 23
1: 268
2021-02-23 14:12:30.556627
0: 29
1: 267
2021-02-23 14:12:30.558468
0: 55
1: 260
